Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (IDR),Impressions,Impressions click-through rate (%)
EGV9xKo0UiI,Mental Kepiting: Saling Jatuh Saat Ada yang Naik – Dr. Fahruddin Faiz,"Nov 4, 2025",86,3,"0,0247",0,"0,307",21,0
ohsB8R0I4ew,TUBUH DETEKSI DOSA! Kisah Ajaib Imam Al-Muhasibi 😱,"Jan 23, 2026",116,3,"0,0151",0,"1,151",8,0
AJzuQ6g2VSs,Masyarakat Efisien: Cerdas Tapi Kehilangan Jiwa – Dr. Fahruddin Faiz,"Oct 11, 2025",84,3,"0,0214",0,"0,307",6,0
5v8DwF7y4hk,Mengapa Kita Suka Menghakimi Orang Lain? Bongkar Rahasia Gelap di Balik Ego Manusia – Fahruddin Faiz,"Nov 2, 2025",6085,3,"2,4013",0,"319,095",98,"2,04"
qVw4U5MZTw8,Kalau Kamu Muslim Sejati… Buktinya Ini,"Apr 13, 2026",41,3,"0,0128",0,"0,632",12,0
-A1gmtAn_6M,DOSA DOUBLE! Kenapa Berhenti Ibadah Karena Takut Pamer Itu Salah? ❌,"Jan 22, 2026",58,3,"0,0064",0,"1,116",11,0
xnRCpOytycM,CARA AUDIT HATI! 3 Level Muhasabah ala Imam Al-Muhasibi 🧐,"Jan 22, 2026",66,3,"0,0063",0,"1,151",13,0
3C4w3dRXycA,Mehmed II : Mengapa Ia Disebut Sebaik-Baik Pemimpin? Apa Rahasianya?,"Apr 21, 2026",7171,3,"0,0171",0,"7,803",116,"1,72"
wa4daKp7WYU,Imam Ghazali: Kenapa Kita Sering Tertipu Diri Sendiri?,,6435,3,"3,1696",0,"108,246",93,"2,15"
o9QsM5CX7L0,"Patah Hati Bukan Akhir, Tapi Ujian Harga Diri",,4646,3,"1,3959",0,"15,785",97,"1,03"
AY0oq7g78k4,Jihad Tanpa Pedang?! Warisan Syekh Abdul Qadir al-Jaza’iri untuk Zaman Kini – Dr. Fahruddin Faiz,"Jul 25, 2025",6734,3,"1,3184",0,"54,668",36,"5,56"
jU67HuwksWs,Filsafat Yin Yang: Kunci Hidup Bahagia dan Mengalir – Dr. Fahruddin Faiz,"May 30, 2025",3101,3,"1,0126",0,"8,423",185,"0,54"
7uxfHRs25H8,Ciri Kamu Belum Kenal Dirimu – Dr. Fahruddin Faiz,"Jul 20, 2025",111,3,"0,0145",0,"0,633",8,"12,5"
M2mL_Dv0o3I,"Krisis Terbesar Hari Ini Bukan Ekonomi, Tapi Ego | Dr. Fahruddin Faiz","Nov 11, 2025",107,3,"0,0306",0,"1,439",11,0
NpUuyEq0ydk,KRISIS DUNIA DIMULAI DARI DIRI KITA! Sadarkah Kamu Jadi Bagian dari Kekacauan Ini?,"Nov 8, 2025",89,3,"0,0031",0,"0,307",9,0
Ic881MallN8,Pikiranmu Bukan Tempat Sampah – Dr. Fahruddin Faiz,"Apr 27, 2025",1544,3,"0,9005",0,"96,53",77,"3,9"
1-OseAZtMRk,"Haters Itu Refleksi Gratis, Jangan Disia-siakan – Dr. Fahruddin Faiz","Jul 22, 2025",50,3,"0,0241",0,"0,307",5,0
RWHR5Z6u4B8,Ingin Hidup Bahagia? Ini Tips dari Dr. Fahruddin Faiz!,"May 21, 2025",2755,3,"0,2392",0,"44,763",18,"11,11"
rmXaLx4Z-WU,Dostoevsky: Mengapa Manusia Menikmati Penderitaan? – Dr. Fahruddin Faiz,"Oct 1, 2025",7406,3,"0,1662",0,"90,577",106,"0,94"
0r7a_u2B_mc,Mimpi vs Realita: Saatnya Melihat ke Dalam Diri – Dr. Fahruddin Faiz | Suara Filsuf,"Oct 30, 2025",84,3,"0,0169",0,"0,307",33,0
6pvYdYgNUHo,Kenali Sisi Gelapmu: Mekanisme Proyeksi – Dr. Fahruddin Faiz | Suara Filsuf,"Nov 15, 2025",78,3,"0,0041",0,"0,307",17,0
nzcTraG4hzo,"Jarak Terjauh Bukan Samudera, Tapi Pikiranmu","Jan 23, 2026",68,3,"0,0026",0,,10,0
wYefZyA01Iw,"Kontrollah Keinginanmu, Baru Kamu Bisa Bahagia – Dr. Fahruddin Faiz | Suara Filsuf","May 8, 2025",49,3,"0,0177",0,"0,307",18,0
g4aXmvbFnMY,"Saat Berniat Memperbaiki Dunia, Mengapa Kita Justru Merusaknya? – Dr. Fahruddin Faiz","Dec 17, 2025",7213,3,"2,0203",0,"130,857",82,"3,66"
U1jf2HDXt30,Pikiran Negatif Kok Bisa Jadi Kenyataan? Ini Penjelasan Ilmiah & Filosofisnya – Dr. Fahruddin Faiz,"May 9, 2025",2102,3,"0,1243",0,"5,312",44,"6,82"
to3-5iLwS9U,"DEKENGAN PUSAT: Saat Semua Gagal, Hanya Allah yang Jadi Sandaran Terakhir – Dr. Fahruddin Faiz","Oct 31, 2025",6248,3,"2,5594",0,"64,375",69,"1,45"
9RjcE5Q5h8Q,"Krishnamurti Bebas dari yang Dikenal, Bebas dari Diri Palsu – Dr. Fahruddin Faiz","Sep 25, 2025",75,3,"0,019",0,"0,305",7,0
3gN2Oc4usjo,Nabi yang Dihapus dari Sejarah? | Ngaji Filsafat,"Jan 20, 2026",64,3,"0,0021",0,"0,809",11,0
BsDJhS-nl50,"Kaya, Miskin, Terpelajar — Rasanya Sama – Dr. Fahruddin Faiz","Apr 25, 2025",30,2,"0,0085",0,,31,"3,23"
U1wmkRp57cE,Ingin Bahagia? Kelola Raja dalam Dirimu | Dr. Fahruddin Faiz #Shorts,"May 26, 2025",38,2,"0,0083",0,"0,307",3,0
ml_dWpZtHUA,Kenapa Doa Kita Tak Selalu Dikabulkan? Ini Jawabannya! – Dr. Fahruddin Faiz,"May 13, 2025",2767,2,"1,5391",0,"36,484",169,"1,18"
Qy3KcAU4Kgk,Kekuasaan Tak Lebih dari Setetes Air Kencing #shorts,"Apr 14, 2026",113,2,"0,013",0,"0,649",13,0
f-Mr44dgcVo,Hidupmu Berat? Itu Medan Latihan Batinmu — Dr. Fahruddin Faiz,"Jun 30, 2025",44,2,"0,0018",0,"0,307",16,0
xrY_XJbm2Oo,Mengapa Umat Terus Terpecah Meski Punya Iman yang Sama? – Dr. Fahruddin Faiz,"Nov 14, 2025",7273,2,"0,0047",0,,68,"1,47"
ab9Z7CXZwEk,Orang Hebat Tak Anti Kritik – Dr. Fahruddin Faiz | Suara Filsuf,"May 31, 2025",64,2,"0,0336",0,"0,649",10,0
zIH8UQ8f8B4,Ambisi Bisa Mengotori Jiwa – Pesan Dr. Fahruddin Faiz,"Jun 6, 2025",61,2,"0,0028",0,"0,307",18,0
8RNsjQVpvfI,Mengapa Orang Pintar Pun Percaya Hoaks? Jawaban yang Tidak Nyaman – Dr. Fahruddin Faiz,"Jan 14, 2026",6715,2,"1,8123",0,,82,"1,22"
DLQaTlML7eg,Sudut Pandangmu Menentukan Hidupmu – Dr. Fahruddin Faiz,"May 10, 2025",35,2,"0,0096",0,"0,307",15,0
in9k8JECsA4,Cinta yang Tak Pernah Pergi - Dr. Fahruddin Faiz,"Apr 24, 2025",77,2,"0,0092",0,"0,307",65,0
MD9DtnteSD4,"Filsafat Cinta: Kenangan, Makhluk Paling Indah dalam Cinta – Dr. Fahruddin Faiz","Jun 5, 2025",3054,2,"0,0377",0,"1,779",97,"1,03"
Wag-UeT7SEI,Hidup Bebas atau Tahu Batas? Filsafat Jawa yang Menyelamatkan – Dr. Fahruddin Faiz,"Jan 24, 2026",6006,2,"1,6735",0,"458,817",101,"1,98"
Ne_egWJbpeI,Rahasia Hidup Tentram & Bahagia Tanpa Ribet! – Dr. Fahruddin Faiz,"May 6, 2025",1391,2,"0,7743",0,"13,15",47,"2,13"
pE28gepJnys,Hidupmu Panen dari Apa yang Kamu Tanam – Dr  Fahruddin Faiz,"May 29, 2025",3429,2,"0,9594",0,,38,"2,63"
547wEhub3Io,Pikiran Jernih: Akar Ketenangan dan Kebijaksanaan – Dr. Fahruddin Faiz,"Jun 29, 2025",2967,2,"0,2684",0,"1,906",129,"0,78"
PuAYT2qtfQE,Sinyal Allah untuk Kita: Sudahkah Kita Mendekat? - Dr. Fahruddin Faiz,"Apr 28, 2025",55,1,"0,0015",0,"0,307",4,0
hTjPkG9cu28,Ada Pola dalam Segalanya—Termasuk Luka yang Kau Alami,"Jul 1, 2025",94,1,"0,0081",0,"0,307",6,0
Y-_RClRGOJo,Dua Racun Jiwa yang Harus Kamu Hindari – Dr. Fahruddin Faiz,"Jun 7, 2025",53,1,"0,0126",0,"0,307",7,0
A3yk9Mg8TRg,Sungguh Beruntung... Mereka yang Menyucikan Jiwanya - Dr. Fahruddin Faiz #shorts,"Apr 21, 2025",42,1,"0,0004",0,,7,0
w5IxzHAbr6w,Hanya Ada 2 Jenis Manusia di Dunia Ini – Kamu yang Mana? - Dr. Fahruddin Faiz,"Apr 30, 2025",172,1,"0,0014",0,"0,307",15,0
_pG5KTD9GUU,Puasa Media Sosial: Cara Menjaga Hati dari Kebisingan Zaman – Dr. Fahruddin Faiz,"Jul 9, 2025",6135,1,"0,0254",0,"3,486",42,"2,38"
Hz1ATDMcA2A,Kenapa Kita Mudah Marah & Saling Menyalahkan? Ini yang Diam-Diam Merusak Demokrasi,"Nov 10, 2025",5966,1,"0,0056",0,,71,"1,41"
-cAIMA84vAI,"Bebas dari 5 Hal Ini, Hidupmu Akan Bahagia – Dr. Fahruddin Faiz","May 22, 2025",61,1,"0,0141",0,"0,307",5,0
DYCdzg2N_k8,Fatwa Hatimu: Petunjuk Terjernih dari Dalam Diri – Dr. Fahruddin Faiz,"Jun 19, 2025",162,1,"0,0446",0,"0,307",24,0
QaOYng9-PfI,Tanda Hatimu Masih Hidup – Pesan Mendalam dari Dr. Fahruddin Faiz,"Jun 16, 2025",83,1,"0,0227",0,"0,307",9,0
vhAXKZyCm-M,"Bukan Dunia, Tapi Otakmu yang Bikin Kamu Menderita","Jun 21, 2025",164,1,"0,0012",0,"0,307",12,0
xVaguG1D8ps,Guru Sejati: Cara Mendengar Suara Hati di Tengah Kebisingan Dunia,,6080,1,"0,0497",,,20,0
AlJI1jjHqRk,Saat Bencana Membongkar Ego Manusia,,3739,,,,,110,0
1luJKnJfIJo,Nilai Bagus Tapi Jiwa Rusak? #shorts,,60,,,,,1,0
j5LFLzN9A1Y,"Punya Alasan, Punya Kekuatan",,77,,,,,1,0
Me-PSiIHmPU,Bangun Perahumu Sebelum Badai Datang,,3707,,,,,62,0
3J8BmndWYk4,Rumus Triwikromo: Hidup Tanpa Cemas #shorts,,69,,,,,1,0
Rr5FGBbU3_o,Kamu Salah Paham Soal Ikigai #shots,,56,,,,,1,0
ISkN2WaCIrE,Kenapa Kita Sering Tidak Bahagia? Rahasia di Balik Ketidakbahagiaan Hidup – Dr. Fahruddin Faiz,"May 5, 2025",2459,,,,,53,0
fwmoD7jZeI0,Puasa Pikiran: Ketenangan Batin dalam Filsafat Zhuang Zi – Dr. Fahruddin Faiz,"Jul 7, 2025",6352,,,,,31,0
l4d21V0W5HM,Cara Tetap Waras di Zaman Edan #shorts,,72,,,,,1,0
